Fondsposition per,"02.Feb.2026"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"PNDORA","PANDORA","Zyklische Konsumgüter ","Aktien","650.638,69","0,01","650.638,69","7.417,00","87,72","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"PAYC","PAYCOM SOFTWARE INC","Industrie","Aktien","649.486,32","0,01","649.486,32","4.872,00","133,31","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BZU","BUZZI","Materialien","Aktien","649.897,54","0,01","649.897,54","11.303,00","57,50","Italien","Borsa Italiana","EUR"
"7701","SHIMADZU CORP","IT","Aktien","648.188,21","0,01","648.188,21","24.100,00","26,90","Japan","Tokyo Stock Exchange","JPY"
"MAERSK A","A P MOLLER MAERSK","Industrie","Aktien","645.730,71","0,01","645.730,71","260,00","2.483,58","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"9697","CAPCOM LTD","Kommunikation","Aktien","646.230,93","0,01","646.230,93","27.600,00","23,41","Japan","Tokyo Stock Exchange","JPY"
"SAP","SAPUTO INC","Nichtzyklische Konsumgüter","Aktien","644.323,02","0,01","644.323,02","21.212,00","30,38","Kanada","Toronto Stock Exchange","CAD"
"1878","DAITO TRUST CONSTRUCTION LTD","Immobilien","Aktien","643.455,92","0,01","643.455,92","31.800,00","20,23","Japan","Tokyo Stock Exchange","JPY"
"HAG","HENSOLDT AG","Industrie","Aktien","642.853,14","0,01","642.853,14","6.866,00","93,63","Deutschland","Xetra","EUR"
"JMT","JERONIMO MARTINS SA","Nichtzyklische Konsumgüter","Aktien","640.037,92","0,01","640.037,92","26.950,00","23,75","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"TIT","TELECOM ITALIA","Kommunikation","Aktien","635.958,68","0,01","635.958,68","922.219,00","0,69","Italien","Borsa Italiana","EUR"
"EVK","EVONIK INDUSTRIES AG","Materialien","Aktien","631.147,64","0,01","631.147,64","40.395,00","15,62","Deutschland","Xetra","EUR"
"8729","SONY FINANCIAL GROUP INC","Financials","Aktien","626.625,47","0,01","626.625,47","631.800,00","0,99","Japan","Tokyo Stock Exchange","JPY"
"SBRY","SAINSBURY(J) PLC","Nichtzyklische Konsumgüter","Aktien","627.059,29","0,01","627.059,29","142.459,00","4,40","Vereinigtes Königreich","London Stock Exchange","GBP"
"4911","SHISEIDO LTD","Nichtzyklische Konsumgüter","Aktien","621.335,47","0,01","621.335,47","36.200,00","17,16","Japan","Tokyo Stock Exchange","JPY"
"PAH3","PORSCHE AUTOMOBIL HOLDING PREF","Zyklische Konsumgüter ","Aktien","617.421,71","0,01","617.421,71","14.436,00","42,77","Deutschland","Xetra","EUR"
"19","SWIRE PACIFIC LTD A","Industrie","Aktien","616.130,25","0,01","616.130,25","64.500,00","9,55","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"DSG","DESCARTES SYSTEMS GROUP INC","IT","Aktien","613.964,81","0,01","613.964,81","8.458,00","72,59","Kanada","Toronto Stock Exchange","CAD"
"5411","JFE HOLDINGS INC","Materialien","Aktien","613.102,94","0,01","613.102,94","46.400,00","13,21","Japan","Tokyo Stock Exchange","JPY"
"4704","TREND MICRO INC","IT","Aktien","610.371,61","0,01","610.371,61","15.600,00","39,13","Japan","Tokyo Stock Exchange","JPY"
"WTB","WHITBREAD PLC","Zyklische Konsumgüter ","Aktien","608.651,48","0,01","608.651,48","16.259,00","37,43","Vereinigtes Königreich","London Stock Exchange","GBP"
"IFT","INFRATIL LTD","Financials","Aktien","606.377,04","0,01","606.377,04","92.074,00","6,59","Neuseeland","New Zealand Exchange Ltd","NZD"
"12","HENDERSON LAND DEVELOPMENT LTD","Immobilien","Aktien","606.802,56","0,01","606.802,56","153.361,00","3,96","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"4204","SEKISUI CHEMICAL LTD","Industrie","Aktien","602.934,96","0,01","602.934,96","34.200,00","17,63","Japan","Tokyo Stock Exchange","JPY"
"AVOL","AVOLTA AG","Zyklische Konsumgüter ","Aktien","603.109,42","0,01","603.109,42","9.712,00","62,10","Schweiz","SIX Swiss Exchange","CHF"
"3659","NEXON LTD","Kommunikation","Aktien","603.256,78","0,01","603.256,78","26.000,00","23,20","Japan","Tokyo Stock Exchange","JPY"
"1928","SANDS CHINA LTD","Zyklische Konsumgüter ","Aktien","603.558,46","0,01","603.558,46","266.000,00","2,27","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"OTEX","OPEN TEXT CORP","IT","Aktien","602.283,79","0,01","602.283,79","24.369,00","24,72","Kanada","Toronto Stock Exchange","CAD"
"SHL","SONIC HEALTHCARE LTD","Gesundheitsversorgung","Aktien","600.862,08","0,01","600.862,08","37.971,00","15,82","Australien","Asx - All Markets","AUD"
"LAND","LAND SECURITIES GROUP REIT PLC","Immobilien","Aktien","597.411,23","0,01","597.411,23","67.496,00","8,85","Vereinigtes Königreich","London Stock Exchange","GBP"
"SYENS","SYENSQO NV","Materialien","Aktien","589.572,88","0,01","589.572,88","6.849,00","86,08","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"DCC","DCC PLC","Industrie","Aktien","588.750,93","0,01","588.750,93","9.291,00","63,37","Vereinigtes Königreich","London Stock Exchange","GBP"
"UHR","THE SWATCH GROUP AG","Zyklische Konsumgüter ","Aktien","589.064,67","0,01","589.064,67","2.568,00","229,39","Schweiz","SIX Swiss Exchange","CHF"
"2587","SUNTORY BEVERAGE & FOOD LTD","Nichtzyklische Konsumgüter","Aktien","587.901,72","0,01","587.901,72","18.400,00","31,95","Japan","Tokyo Stock Exchange","JPY"
"STERV","STORA ENSO CLASS R","Materialien","Aktien","584.575,06","0,01","584.575,06","50.462,00","11,58","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"7550","ZENSHO HOLDINGS LTD","Zyklische Konsumgüter ","Aktien","585.034,21","0,01","585.034,21","10.600,00","55,19","Japan","Tokyo Stock Exchange","JPY"
"8136","SANRIO LTD","Zyklische Konsumgüter ","Aktien","585.095,87","0,01","585.095,87","19.200,00","30,47","Japan","Tokyo Stock Exchange","JPY"
"DIE","DIETEREN (D) SA","Zyklische Konsumgüter ","Aktien","583.456,84","0,01","583.456,84","2.504,00","233,01","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"BCVN","BC VAUD N","Financials","Aktien","583.838,80","0,01","583.838,80","4.338,00","134,59","Schweiz","SIX Swiss Exchange","CHF"
"IPN","IPSEN SA","Gesundheitsversorgung","Aktien","581.983,31","0,01","581.983,31","3.592,00","162,02","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"TRYG","TRYG","Financials","Aktien","582.459,45","0,01","582.459,45","23.862,00","24,41","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"DIM","SARTORIUS STEDIM BIOTECH SA","Gesundheitsversorgung","Aktien","579.392,84","0,01","579.392,84","2.624,00","220,81","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"GRF","GRIFOLS SA CLASS A","Gesundheitsversorgung","Aktien","572.286,34","0,01","572.286,34","44.301,00","12,92","Spanien","Bolsa De Madrid","EUR"
"REC","RECORDATI INDUSTRIA CHIMICA E FARM","Gesundheitsversorgung","Aktien","569.392,24","0,01","569.392,24","10.322,00","55,16","Italien","Borsa Italiana","EUR"
"VER","VERBUND AG","Versorger","Aktien","567.253,69","0,01","567.253,69","7.912,00","71,70","Österreich","Wiener Boerse Ag","EUR"
"NIBE B","NIBE INDUSTRIER CLASS B","Industrie","Aktien","546.035,01","0,01","546.035,01","143.323,00","3,81","Schweden","Nasdaq Omx Nordic","SEK"
"U96","SEMBCORP INDUSTRIES LTD","Versorger","Aktien","543.210,18","0,01","543.210,18","115.100,00","4,72","Singapur","Singapore Exchange","SGD"
"9602","TOHO (TOKYO) LTD","Kommunikation","Aktien","541.069,54","0,01","541.069,54","10.500,00","51,53","Japan","Tokyo Stock Exchange","JPY"
"MNDY","MONDAYCOM LTD","IT","Aktien","539.843,70","0,01","539.843,70","4.785,00","112,82","Israel","NASDAQ","USD"
"9005","TOKYU CORP","Industrie","Aktien","540.165,73","0,01","540.165,73","48.300,00","11,18","Japan","Tokyo Stock Exchange","JPY"
"INDT","INDUTRADE","Industrie","Aktien","540.426,80","0,01","540.426,80","22.392,00","24,13","Schweden","Nasdaq Omx Nordic","SEK"
"P911","DR ING HC F PORSCHE PRF AG","Zyklische Konsumgüter ","Aktien","534.771,00","0,01","534.771,00","11.118,00","48,10","Deutschland","Xetra","EUR"
"4612","NIPPON PAINT HOLDINGS LTD","Materialien","Aktien","533.992,29","0,01","533.992,29","81.300,00","6,57","Japan","Tokyo Stock Exchange","JPY"
"SGH","SGH LTD","Industrie","Aktien","531.992,97","0,01","531.992,97","16.736,00","31,79","Australien","Asx - All Markets","AUD"
"BKW","BKW N AG","Versorger","Aktien","530.512,38","0,01","530.512,38","2.850,00","186,14","Schweiz","SIX Swiss Exchange","CHF"
"ZAL","ZALANDO","Zyklische Konsumgüter ","Aktien","529.574,82","0,01","529.574,82","18.383,00","28,81","Deutschland","Xetra","EUR"
"EVD","CTS EVENTIM AG","Kommunikation","Aktien","528.764,66","0,01","528.764,66","6.329,00","83,55","Deutschland","Xetra","EUR"
"1308","SITC INTERNATIONAL HOLDINGS LTD","Industrie","Aktien","526.212,14","0,01","526.212,14","142.000,00","3,71","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"9023","TOKYO METRO LTD","Industrie","Aktien","521.471,01","0,01","521.471,01","49.500,00","10,53","Japan","Tokyo Stock Exchange","JPY"
"9435","HIKARI TSUSHIN INC","Industrie","Aktien","519.685,24","0,01","519.685,24","1.900,00","273,52","Japan","Tokyo Stock Exchange","JPY"
"KEY","KEYERA CORP","Energie","Aktien","519.862,87","0,01","519.862,87","15.637,00","33,25","Kanada","Toronto Stock Exchange","CAD"
"2413","M3 INC","Gesundheitsversorgung","Aktien","518.630,48","0,01","518.630,48","42.900,00","12,09","Japan","Tokyo Stock Exchange","JPY"
"IMCD","IMCD NV","Industrie","Aktien","517.432,39","0,01","517.432,39","5.546,00","93,30","Niederlande","Euronext Amsterdam","EUR"
"7272","YAMAHA MOTOR LTD","Zyklische Konsumgüter ","Aktien","512.622,45","0,01","512.622,45","68.500,00","7,48","Japan","Tokyo Stock Exchange","JPY"
"7201","NISSAN MOTOR LTD","Zyklische Konsumgüter ","Aktien","509.180,02","0,01","509.180,02","209.700,00","2,43","Japan","Tokyo Stock Exchange","JPY"
"EMSN","EMS-CHEMIE HOLDING AG","Materialien","Aktien","508.331,73","0,01","508.331,73","665,00","764,41","Schweiz","SIX Swiss Exchange","CHF"
"AMUN","AMUNDI SA","Financials","Aktien","507.863,52","0,01","507.863,52","5.568,00","91,21","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"F34","WILMAR INTERNATIONAL LTD","Nichtzyklische Konsumgüter","Aktien","506.482,39","0,01","506.482,39","189.700,00","2,67","Singapur","Singapore Exchange","SGD"
"EMP.A","EMPIRE LTD CLASS A","Nichtzyklische Konsumgüter","Aktien","499.490,74","0,01","499.490,74","14.752,00","33,86","Kanada","Toronto Stock Exchange","CAD"
"BFB","BROWN FORMAN CORP CLASS B","Nichtzyklische Konsumgüter","Aktien","500.038,56","0,01","500.038,56","18.438,00","27,12","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BMW3","BMW PREF AG","Zyklische Konsumgüter ","Aktien","498.383,99","0,01","498.383,99","4.833,00","103,12","Deutschland","Xetra","EUR"
"3626","TIS INC","IT","Aktien","491.022,96","0,01","491.022,96","17.500,00","28,06","Japan","Tokyo Stock Exchange","JPY"
"EDEN","EDENRED","Financials","Aktien","485.166,10","0,01","485.166,10","23.082,00","21,02","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"DHER","DELIVERY HERO","Zyklische Konsumgüter ","Aktien","479.886,64","0,01","479.886,64","15.835,00","30,31","Deutschland","Xetra","EUR"
"SOF","SOFINA SA","Financials","Aktien","475.896,82","0,01","475.896,82","1.654,00","287,73","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"CVC","CVC CAPITAL PARTNERS PLC","Financials","Aktien","475.056,33","0,01","475.056,33","27.443,00","17,31","Niederlande","Euronext Amsterdam","EUR"
"NEM","NEMETSCHEK","IT","Aktien","475.256,40","0,01","475.256,40","5.241,00","90,68","Deutschland","Xetra","EUR"
"BEIJ B","BEIJER REF CLASS B","Industrie","Aktien","475.416,89","0,01","475.416,89","33.173,00","14,33","Schweden","Nasdaq Omx Nordic","SEK"
"6823","HKT TRUST AND HKT UNITS LTD","Kommunikation","Aktien","472.125,33","0,01","472.125,33","316.760,00","1,49","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"BSY","BENTLEY SYSTEMS INC CLASS B","IT","Aktien","470.115,20","0,01","470.115,20","13.730,00","34,24","Vereinigte Staaten","NASDAQ","USD"
"LEG","LEG IMMOBILIEN N","Immobilien","Aktien","464.655,09","0,01","464.655,09","6.551,00","70,93","Deutschland","Xetra","EUR"
"PHNX","PHOENIX GROUP HOLDINGS PLC","Financials","Aktien","465.052,12","0,01","465.052,12","45.623,00","10,19","Vereinigtes Königreich","London Stock Exchange","GBP"
"QAN","QANTAS AIRWAYS LTD","Industrie","Aktien","464.126,75","0,01","464.126,75","65.726,00","7,06","Australien","Asx - All Markets","AUD"
"INPST","INPOST SA","Industrie","Aktien","457.844,33","0,01","457.844,33","29.193,00","15,68","Niederlande","Euronext Amsterdam","EUR"
"CEN","CONTACT ENERGY LTD","Versorger","Aktien","454.005,37","0,01","454.005,37","79.918,00","5,68","Neuseeland","New Zealand Exchange Ltd","NZD"
"WIX","WIX.COM LTD","IT","Aktien","451.066,80","0,01","451.066,80","5.428,00","83,10","Israel","NASDAQ","USD"
"LHA","DEUTSCHE LUFTHANSA AG","Industrie","Aktien","448.950,46","0,01","448.950,46","42.663,00","10,52","Deutschland","Xetra","EUR"
"FSV","FIRSTSERVICE SUBORDINATE VOTING CO","Immobilien","Aktien","449.076,02","0,01","449.076,02","2.927,00","153,43","Kanada","Toronto Stock Exchange","CAD"
"BIM","BIOMERIEUX SA","Gesundheitsversorgung","Aktien","440.946,63","0,01","440.946,63","3.859,00","114,26","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BOL","BOLLORE","Energie","Aktien","441.003,61","0,01","441.003,61","77.526,00","5,69","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"EDPR","EDP RENOVAVEIS SA","Versorger","Aktien","441.241,31","0,01","441.241,31","29.325,00","15,05","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"SW","SODEXO SA","Zyklische Konsumgüter ","Aktien","438.965,22","0,01","438.965,22","8.538,00","51,41","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"ANA","ACCIONA SA","Versorger","Aktien","438.006,29","0,01","438.006,29","2.059,00","212,73","Spanien","Bolsa De Madrid","EUR"
"ICL","ICL GROUP LTD","Materialien","Aktien","426.373,22","0,00","426.373,22","79.124,00","5,39","Israel","Tel Aviv Stock Exchange","ILS"
"LATO B","LATOUR INVESTMENT CLASS B","Industrie","Aktien","424.000,17","0,00","424.000,17","17.179,00","24,68","Schweden","Nasdaq Omx Nordic","SEK"
"6869","SYSMEX CORP","Gesundheitsversorgung","Aktien","424.129,76","0,00","424.129,76","45.100,00","9,40","Japan","Tokyo Stock Exchange","JPY"
"RAND","RANDSTAD HOLDING","Industrie","Aktien","421.025,27","0,00","421.025,27","11.691,00","36,01","Niederlande","Euronext Amsterdam","EUR"
"LUND B","LUNDBERGFORETAGEN CLASS B","Financials","Aktien","413.407,15","0,00","413.407,15","6.961,00","59,39","Schweden","Nasdaq Omx Nordic","SEK"
"ENT","ENTAIN PLC","Zyklische Konsumgüter ","Aktien","404.907,18","0,00","404.907,18","49.422,00","8,19","Vereinigtes Königreich","London Stock Exchange","GBP"
"SDR","SCHRODERS PLC","Financials","Aktien","402.192,66","0,00","402.192,66","64.779,00","6,21","Vereinigtes Königreich","London Stock Exchange","GBP"
"4768","OTSUKA CORP","IT","Aktien","400.858,20","0,00","400.858,20","20.400,00","19,65","Japan","Tokyo Stock Exchange","JPY"
"GFC","GECINA SA","Immobilien","Aktien","391.301,54","0,00","391.301,54","4.279,00","91,45","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BALD B","FASTIGHETS BALDER CLASS B","Immobilien","Aktien","390.446,05","0,00","390.446,05","52.361,00","7,46","Schweden","Nasdaq Omx Nordic","SEK"
"4","WHARF (HOLDINGS) LTD","Immobilien","Aktien","370.789,61","0,00","370.789,61","115.000,00","3,22","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"CPR","DAVIDE CAMPARI MILANO NV","Nichtzyklische Konsumgüter","Aktien","370.016,39","0,00","370.016,39","52.915,00","6,99","Italien","Borsa Italiana","EUR"
"CU","CANADIAN UTILITIES LTD CLASS A","Versorger","Aktien","370.133,10","0,00","370.133,10","11.552,00","32,04","Kanada","Toronto Stock Exchange","CAD"
"3038","KOBE BUSSAN LTD","Nichtzyklische Konsumgüter","Aktien","365.472,94","0,00","365.472,94","15.000,00","24,36","Japan","Tokyo Stock Exchange","JPY"
"ADP","AEROPORTS DE PARIS SA","Industrie","Aktien","363.671,77","0,00","363.671,77","2.791,00","130,30","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"4151","KYOWA KIRIN LTD","Gesundheitsversorgung","Aktien","361.558,05","0,00","361.558,05","24.100,00","15,00","Japan","Tokyo Stock Exchange","JPY"
"JDEP","JDE PEETS NV","Nichtzyklische Konsumgüter","Aktien","352.613,25","0,00","352.613,25","9.439,00","37,36","Niederlande","Euronext Amsterdam","EUR"
"RAA","RATIONAL AG","Industrie","Aktien","346.726,07","0,00","346.726,07","434,00","798,91","Deutschland","Xetra","EUR"
"ROCK B","ROCKWOOL CLASS B","Industrie","Aktien","341.654,30","0,00","341.654,30","10.067,00","33,94","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"SALM","SALMAR","Nichtzyklische Konsumgüter","Aktien","328.779,47","0,00","328.779,47","5.683,00","57,85","Norwegen","Oslo Bors Asa","NOK"
"MEL","MERIDIAN ENERGY LTD","Versorger","Aktien","317.804,05","0,00","317.804,05","93.699,00","3,39","Neuseeland","New Zealand Exchange Ltd","NZD"
"DEMANT","DEMANT","Gesundheitsversorgung","Aktien","318.592,14","0,00","318.592,14","9.073,00","35,11","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"3088","MATSUKIYOKARA","Nichtzyklische Konsumgüter","Aktien","314.592,90","0,00","314.592,90","19.500,00","16,13","Japan","Tokyo Stock Exchange","JPY"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Versorger","Aktien","305.302,60","0,00","305.302,60","7.454,00","40,96","Kanada","Toronto Stock Exchange","CAD"
"HOLM B","HOLMEN CLASS B","Materialien","Aktien","291.157,56","0,00","291.157,56","7.710,00","37,76","Schweden","Nasdaq Omx Nordic","SEK"
"3003","HULIC LTD","Immobilien","Aktien","283.301,75","0,00","283.301,75","24.100,00","11,76","Japan","Tokyo Stock Exchange","JPY"
"3064","MONOTARO LTD","Industrie","Aktien","282.121,09","0,00","282.121,09","20.600,00","13,70","Japan","Tokyo Stock Exchange","JPY"
"HIK","HIKMA PHARMACEUTICALS PLC","Gesundheitsversorgung","Aktien","279.569,21","0,00","279.569,21","13.227,00","21,14","Vereinigtes Königreich","London Stock Exchange","GBP"
"4716","ORACLE JAPAN CORP","IT","Aktien","275.352,50","0,00","275.352,50","4.100,00","67,16","Japan","Tokyo Stock Exchange","JPY"
"SGD","SGD CASH","Cash und/oder Derivate","Geldmarkt","267.802,65","0,00","267.802,65","341.033,00","78,53","Singapur","-","SGD"
"GJF","GJENSIDIGE FORSIKRING","Financials","Aktien","257.860,57","0,00","257.860,57","9.030,00","28,56","Norwegen","Oslo Bors Asa","NOK"
"ILS","ILS CASH","Cash und/oder Derivate","Geldmarkt","252.867,45","0,00","252.867,45","784.129,00","32,25","Israel","-","ILS"
"9143","SG HOLDINGS LTD","Industrie","Aktien","250.354,91","0,00","250.354,91","26.000,00","9,63","Japan","Tokyo Stock Exchange","JPY"
"FDJU","FDJ UNITED","Zyklische Konsumgüter ","Aktien","250.371,99","0,00","250.371,99","9.445,00","26,51","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"9201","JAPAN AIRLINES LTD","Industrie","Aktien","240.539,26","0,00","240.539,26","12.700,00","18,94","Japan","Tokyo Stock Exchange","JPY"
"NEXI","NEXI","Financials","Aktien","206.457,71","0,00","206.457,71","48.824,00","4,23","Italien","Borsa Italiana","EUR"
"IBE","IBERDROLA SA RFD","Versorger","Aktien","200.208,49","0,00","200.208,49","8.988,00","22,28","Spanien","Bolsa De Madrid","EUR"
"IGM","IGM FINANCIAL INC","Financials","Aktien","196.511,28","0,00","196.511,28","3.995,00","49,19","Kanada","Toronto Stock Exchange","CAD"
"9202","ANA HOLDINGS INC","Industrie","Aktien","179.682,03","0,00","179.682,03","9.000,00","19,96","Japan","Tokyo Stock Exchange","JPY"
"COV","COVIVIO SA","Immobilien","Aktien","177.922,41","0,00","177.922,41","2.815,00","63,21","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BCE","BCE INC","Kommunikation","Aktien","170.570,26","0,00","170.570,26","6.616,00","25,78","Kanada","Toronto Stock Exchange","CAD"
"3092","ZOZO INC","Zyklische Konsumgüter ","Aktien","147.347,36","0,00","147.347,36","19.800,00","7,44","Japan","Tokyo Stock Exchange","JPY"
"NOK","NOK CASH","Cash und/oder Derivate","Geldmarkt","109.925,04","0,00","109.925,04","1.067.839,00","10,29","Norwegen","-","NOK"
"NZD","NZD CASH","Cash und/oder Derivate","Geldmarkt","99.322,30","0,00","99.322,30","165.744,00","59,93","Neuseeland","-","NZD"
